Operation,Module_A,Module_B,Header,From
Reverse,graph,geometry,boost/graph/adjacency_list.hpp,boost/geometry/algorithms/detail/overlay/graph/debug_graph.hpp boost/geometry/algorithms/detail/overlay/graph/detect_biconnected_components.hpp boost/geometry/algorithms/detail/overlay/graph/graph_util.hpp
Reverse,graph,geometry,boost/graph/biconnected_components.hpp,boost/geometry/algorithms/detail/overlay/graph/detect_biconnected_components.hpp boost/geometry/algorithms/detail/overlay/graph/graph_util.hpp
Reverse,graph,geometry,boost/graph/graph_traits.hpp,boost/geometry/algorithms/detail/overlay/graph/debug_graph.hpp
Reverse,graph,graph_parallel,boost/graph/adjacency_iterator.hpp,boost/graph/distributed/adjacency_list.hpp
Reverse,graph,graph_parallel,boost/graph/adjacency_list.hpp,boost/graph/distributed/adjacency_list.hpp
Reverse,graph,graph_parallel,boost/graph/betweenness_centrality.hpp,boost/graph/distributed/betweenness_centrality.hpp
Reverse,graph,graph_parallel,boost/graph/breadth_first_search.hpp,boost/graph/distributed/breadth_first_search.hpp boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp boost/graph/distributed/strong_components.hpp
Reverse,graph,graph_parallel,boost/graph/compressed_sparse_row_graph.hpp,boost/graph/distributed/compressed_sparse_row_graph.hpp
Reverse,graph,graph_parallel,boost/graph/connected_components.hpp,boost/graph/distributed/connected_components.hpp
Reverse,graph,graph_parallel,boost/graph/detail/is_distributed_selector.hpp,boost/graph/distributed/selector.hpp
Reverse,graph,graph_parallel,boost/graph/dijkstra_shortest_paths.hpp,boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/dijkstra_shortest_paths.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp
Reverse,graph,graph_parallel,boost/graph/filtered_graph.hpp,boost/graph/distributed/filtered_graph.hpp boost/graph/distributed/local_subgraph.hpp
Reverse,graph,graph_parallel,boost/graph/fruchterman_reingold.hpp,boost/graph/distributed/fruchterman_reingold.hpp
Reverse,graph,graph_parallel,boost/graph/graph_concepts.hpp,boost/graph/distributed/concepts.hpp boost/graph/distributed/hohberg_biconnected_components.hpp
Reverse,graph,graph_parallel,boost/graph/graph_traits.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/betweenness_centrality.hpp boost/graph/distributed/boman_et_al_graph_coloring.hpp boost/graph/distributed/concepts.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp boost/graph/distributed/delta_stepping_shortest_paths.hpp boost/graph/distributed/depth_first_search.hpp boost/graph/distributed/graphviz.hpp boost/graph/distributed/hohberg_biconnected_components.hpp boost/graph/distributed/local_subgraph.hpp boost/graph/distributed/st_connected.hpp boost/graph/distributed/strong_components.hpp boost/graph/distributed/vertex_list_adaptor.hpp
Reverse,graph,graph_parallel,boost/graph/graphviz.hpp,boost/graph/distributed/graphviz.hpp
Reverse,graph,graph_parallel,boost/graph/iteration_macros.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/boman_et_al_graph_coloring.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/delta_stepping_shortest_paths.hpp boost/graph/distributed/distributed_graph_utility.hpp boost/graph/distributed/hohberg_biconnected_components.hpp boost/graph/distributed/st_connected.hpp
Reverse,graph,graph_parallel,boost/graph/kruskal_min_spanning_tree.hpp,boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp
Reverse,graph,graph_parallel,boost/graph/named_function_params.hpp,boost/graph/distributed/betweenness_centrality.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/strong_components.hpp
Reverse,graph,graph_parallel,boost/graph/named_graph.hpp,boost/graph/distributed/named_graph.hpp
Reverse,graph,graph_parallel,boost/graph/one_bit_color_map.hpp,boost/graph/distributed/one_bit_color_map.hpp
Reverse,graph,graph_parallel,boost/graph/overloading.hpp,boost/graph/distributed/betweenness_centrality.hpp boost/graph/distributed/breadth_first_search.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/depth_first_search.hpp boost/graph/distributed/dijkstra_shortest_paths.hpp boost/graph/distributed/page_rank.hpp boost/graph/distributed/strong_components.hpp
Reverse,graph,graph_parallel,boost/graph/page_rank.hpp,boost/graph/distributed/page_rank.hpp
Reverse,graph,graph_parallel,boost/graph/properties.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/boman_et_al_graph_coloring.hpp boost/graph/distributed/depth_first_search.hpp boost/graph/parallel/properties.hpp
Reverse,graph,graph_parallel,boost/graph/random.hpp,boost/graph/distributed/strong_components.hpp
Reverse,graph,graph_parallel,boost/graph/reverse_graph.hpp,boost/graph/distributed/reverse_graph.hpp
Reverse,graph,graph_parallel,boost/graph/two_bit_color_map.hpp,boost/graph/distributed/st_connected.hpp boost/graph/distributed/two_bit_color_map.hpp
Reverse,graph,graph_parallel,boost/graph/use_mpi.hpp,libs/graph_parallel/src/mpi_process_group.cpp libs/graph_parallel/src/tag_allocator.cpp
Reverse,graph,graph_parallel,boost/graph/vertex_and_edge_range.hpp,boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp
Reverse,graph,graph_parallel,boost/pending/container_traits.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/adjlist/redistribute.hpp
Reverse,graph,graph_parallel,boost/pending/disjoint_sets.hpp,boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp
Reverse,graph,graph_parallel,boost/pending/indirect_cmp.hpp,boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp boost/graph/distributed/strong_components.hpp
Reverse,graph,graph_parallel,boost/pending/mutable_queue.hpp,boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp
Reverse,graph,graph_parallel,boost/pending/property_serialize.hpp,boost/graph/distributed/adjacency_list.hpp
Reverse,graph,graph_parallel,boost/pending/queue.hpp,boost/graph/distributed/breadth_first_search.hpp boost/graph/distributed/st_connected.hpp
Reverse,graph,graph_parallel,boost/pending/relaxed_heap.hpp,boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp
Reverse,graph,mpi,boost/graph/graph_traits.hpp,boost/mpi/graph_communicator.hpp
Reverse,graph,mpi,boost/graph/iteration_macros.hpp,boost/mpi/graph_communicator.hpp
Reverse,graph,mpi,boost/graph/properties.hpp,boost/mpi/graph_communicator.hpp
Reverse,graph,python,boost/graph/adjacency_list.hpp,libs/python/src/object/inheritance.cpp
Reverse,graph,python,boost/graph/breadth_first_search.hpp,libs/python/src/object/inheritance.cpp
Reverse,graph,python,boost/graph/reverse_graph.hpp,libs/python/src/object/inheritance.cpp
Primary,graph_parallel,algorithm,boost/algorithm/minmax_element.hpp,boost/graph/distributed/crauser_et_al_shortest_paths.hpp
Primary,graph_parallel,assert,boost/assert.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/adjlist/serialization.hpp boost/graph/distributed/betweenness_centrality.hpp boost/graph/distributed/boman_et_al_graph_coloring.hpp boost/graph/distributed/compressed_sparse_row_graph.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/depth_first_search.hpp boost/graph/distributed/detail/mpi_process_group.ipp boost/graph/distributed/detail/remote_update_set.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp boost/graph/distributed/hohberg_biconnected_components.hpp boost/graph/distributed/named_graph.hpp boost/graph/distributed/page_rank.hpp boost/graph/distributed/rmat_graph_generator.hpp boost/graph/distributed/shuffled_distribution.hpp boost/graph/distributed/strong_components.hpp boost/graph/parallel/distribution.hpp libs/graph_parallel/src/mpi_process_group.cpp
Primary,graph_parallel,concept_check,boost/concept/assert.hpp,boost/graph/distributed/concepts.hpp boost/graph/distributed/hohberg_biconnected_components.hpp
Primary,graph_parallel,concept_check,boost/concept/detail/concept_def.hpp,boost/graph/distributed/concepts.hpp
Primary,graph_parallel,concept_check,boost/concept/detail/concept_undef.hpp,boost/graph/distributed/concepts.hpp
Primary,graph_parallel,config,boost/config.hpp,boost/graph/distributed/betweenness_centrality.hpp boost/graph/distributed/delta_stepping_shortest_paths.hpp boost/graph/parallel/algorithm.hpp boost/graph/parallel/distribution.hpp
Primary,graph_parallel,config,boost/limits.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp
Primary,graph_parallel,config,boost/version.hpp,boost/graph/distributed/concepts.hpp
Primary,graph_parallel,container_hash,boost/functional/hash.hpp,boost/graph/distributed/named_graph.hpp
Primary,graph_parallel,core,boost/core/uncaught_exceptions.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/named_graph.hpp
Primary,graph_parallel,core,boost/utility/enable_if.hpp,boost/graph/distributed/mpi_process_group.hpp
Primary,graph_parallel,detail,boost/detail/is_sorted.hpp,boost/graph/distributed/connected_components.hpp
Primary,graph_parallel,dynamic_bitset,boost/dynamic_bitset.hpp,boost/graph/distributed/breadth_first_search.hpp
Primary,graph_parallel,filesystem,boost/filesystem/operations.hpp,boost/graph/distributed/adjlist/serialization.hpp
Primary,graph_parallel,filesystem,boost/filesystem/path.hpp,boost/graph/distributed/adjlist/serialization.hpp
Primary,graph_parallel,foreach,boost/foreach.hpp,boost/graph/distributed/adjlist/serialization.hpp
Primary,graph_parallel,function,boost/function/function0.hpp,boost/graph/distributed/mpi_process_group.hpp
Primary,graph_parallel,function,boost/function/function1.hpp,boost/graph/distributed/mpi_process_group.hpp
Primary,graph_parallel,function,boost/function/function2.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/mpi_process_group.hpp
Primary,graph_parallel,graph,boost/graph/adjacency_iterator.hpp,boost/graph/distributed/adjacency_list.hpp
Primary,graph_parallel,graph,boost/graph/adjacency_list.hpp,boost/graph/distributed/adjacency_list.hpp
Primary,graph_parallel,graph,boost/graph/betweenness_centrality.hpp,boost/graph/distributed/betweenness_centrality.hpp
Primary,graph_parallel,graph,boost/graph/breadth_first_search.hpp,boost/graph/distributed/breadth_first_search.hpp boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp boost/graph/distributed/strong_components.hpp
Primary,graph_parallel,graph,boost/graph/compressed_sparse_row_graph.hpp,boost/graph/distributed/compressed_sparse_row_graph.hpp
Primary,graph_parallel,graph,boost/graph/connected_components.hpp,boost/graph/distributed/connected_components.hpp
Primary,graph_parallel,graph,boost/graph/detail/is_distributed_selector.hpp,boost/graph/distributed/selector.hpp
Primary,graph_parallel,graph,boost/graph/dijkstra_shortest_paths.hpp,boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/dijkstra_shortest_paths.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp
Primary,graph_parallel,graph,boost/graph/filtered_graph.hpp,boost/graph/distributed/filtered_graph.hpp boost/graph/distributed/local_subgraph.hpp
Primary,graph_parallel,graph,boost/graph/fruchterman_reingold.hpp,boost/graph/distributed/fruchterman_reingold.hpp
Primary,graph_parallel,graph,boost/graph/graph_concepts.hpp,boost/graph/distributed/concepts.hpp boost/graph/distributed/hohberg_biconnected_components.hpp
Primary,graph_parallel,graph,boost/graph/graph_traits.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/betweenness_centrality.hpp boost/graph/distributed/boman_et_al_graph_coloring.hpp boost/graph/distributed/concepts.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp boost/graph/distributed/delta_stepping_shortest_paths.hpp boost/graph/distributed/depth_first_search.hpp boost/graph/distributed/graphviz.hpp boost/graph/distributed/hohberg_biconnected_components.hpp boost/graph/distributed/local_subgraph.hpp boost/graph/distributed/st_connected.hpp boost/graph/distributed/strong_components.hpp boost/graph/distributed/vertex_list_adaptor.hpp
Primary,graph_parallel,graph,boost/graph/graphviz.hpp,boost/graph/distributed/graphviz.hpp
Primary,graph_parallel,graph,boost/graph/iteration_macros.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/boman_et_al_graph_coloring.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/delta_stepping_shortest_paths.hpp boost/graph/distributed/distributed_graph_utility.hpp boost/graph/distributed/hohberg_biconnected_components.hpp boost/graph/distributed/st_connected.hpp
Primary,graph_parallel,graph,boost/graph/kruskal_min_spanning_tree.hpp,boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp
Primary,graph_parallel,graph,boost/graph/named_function_params.hpp,boost/graph/distributed/betweenness_centrality.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/strong_components.hpp
Primary,graph_parallel,graph,boost/graph/named_graph.hpp,boost/graph/distributed/named_graph.hpp
Primary,graph_parallel,graph,boost/graph/one_bit_color_map.hpp,boost/graph/distributed/one_bit_color_map.hpp
Primary,graph_parallel,graph,boost/graph/overloading.hpp,boost/graph/distributed/betweenness_centrality.hpp boost/graph/distributed/breadth_first_search.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/depth_first_search.hpp boost/graph/distributed/dijkstra_shortest_paths.hpp boost/graph/distributed/page_rank.hpp boost/graph/distributed/strong_components.hpp
Primary,graph_parallel,graph,boost/graph/page_rank.hpp,boost/graph/distributed/page_rank.hpp
Primary,graph_parallel,graph,boost/graph/properties.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/boman_et_al_graph_coloring.hpp boost/graph/distributed/depth_first_search.hpp boost/graph/parallel/properties.hpp
Primary,graph_parallel,graph,boost/graph/random.hpp,boost/graph/distributed/strong_components.hpp
Primary,graph_parallel,graph,boost/graph/reverse_graph.hpp,boost/graph/distributed/reverse_graph.hpp
Primary,graph_parallel,graph,boost/graph/two_bit_color_map.hpp,boost/graph/distributed/st_connected.hpp boost/graph/distributed/two_bit_color_map.hpp
Primary,graph_parallel,graph,boost/graph/use_mpi.hpp,libs/graph_parallel/src/mpi_process_group.cpp libs/graph_parallel/src/tag_allocator.cpp
Primary,graph_parallel,graph,boost/graph/vertex_and_edge_range.hpp,boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp
Primary,graph_parallel,graph,boost/pending/container_traits.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/adjlist/redistribute.hpp
Primary,graph_parallel,graph,boost/pending/disjoint_sets.hpp,boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp
Primary,graph_parallel,graph,boost/pending/indirect_cmp.hpp,boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp boost/graph/distributed/strong_components.hpp
Primary,graph_parallel,graph,boost/pending/mutable_queue.hpp,boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp
Primary,graph_parallel,graph,boost/pending/property_serialize.hpp,boost/graph/distributed/adjacency_list.hpp
Primary,graph_parallel,graph,boost/pending/queue.hpp,boost/graph/distributed/breadth_first_search.hpp boost/graph/distributed/st_connected.hpp
Primary,graph_parallel,graph,boost/pending/relaxed_heap.hpp,boost/graph/distributed/crauser_et_al_shortest_paths.hpp boost/graph/distributed/eager_dijkstra_shortest_paths.hpp
Primary,graph_parallel,iterator,boost/iterator/counting_iterator.hpp,boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp boost/graph/distributed/shuffled_distribution.hpp boost/graph/parallel/distribution.hpp
Primary,graph_parallel,iterator,boost/iterator/transform_iterator.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp
Primary,graph_parallel,lexical_cast,boost/lexical_cast.hpp,boost/graph/distributed/adjlist/serialization.hpp libs/graph_parallel/src/mpi_process_group.cpp
Primary,graph_parallel,mpi,boost/mpi.hpp,boost/graph/distributed/mpi_process_group.hpp
Primary,graph_parallel,mpi,boost/mpi/config.hpp,boost/graph/accounting.hpp
Primary,graph_parallel,mpi,boost/mpi/datatype.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/parallel/detail/property_holders.hpp
Primary,graph_parallel,mpi,boost/mpi/environment.hpp,libs/graph_parallel/src/mpi_process_group.cpp
Primary,graph_parallel,mpi,boost/mpi/operations.hpp,boost/graph/distributed/hohberg_biconnected_components.hpp
Primary,graph_parallel,mpl,boost/mpl/and.hpp,boost/graph/parallel/detail/property_holders.hpp
Primary,graph_parallel,mpl,boost/mpl/if.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/compressed_sparse_row_graph.hpp
Primary,graph_parallel,optional,boost/optional.hpp,boost/graph/distributed/boman_et_al_graph_coloring.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/detail/queue.ipp boost/graph/distributed/detail/remote_update_set.hpp boost/graph/distributed/hohberg_biconnected_components.hpp boost/graph/distributed/mpi_process_group.hpp boost/graph/distributed/queue.hpp boost/graph/distributed/st_connected.hpp boost/graph/distributed/strong_components.hpp boost/graph/parallel/algorithm.hpp
Primary,graph_parallel,property_map,boost/property_map/property_map.hpp,boost/graph/distributed/adjacency_list.hpp boost/graph/distributed/betweenness_centrality.hpp boost/graph/distributed/boman_et_al_graph_coloring.hpp boost/graph/distributed/connected_components.hpp boost/graph/distributed/connected_components_parallel_search.hpp boost/graph/distributed/dehne_gotz_min_spanning_tree.hpp boost/graph/distributed/delta_stepping_shortest_paths.hpp boost/graph/distributed/depth_first_search.hpp boost/graph/distributed/detail/dijkstra_shortest_paths.hpp boost/graph/distributed/graphviz.hpp boost/graph/distributed/st_connected.hpp boost/graph/distributed/strong_components.hpp boost/graph/distributed/vertex_list_adaptor.hpp boost/graph/parallel/detail/property_holders.hpp
Primary,graph_parallel,property_map,boost/property_map/property_map_iterator.hpp,boost/graph/distributed/crauser_et_al_shortest_paths.hpp
